CustomerID,num_orders,total_revenue,total_items,first_purchase,last_purchase,recency,frequency,monetary,R_score,F_score,M_score,RFM_score
13282,3,1132.14,307,2011-05-03 12:03:00,2011-11-21 15:33:00,18,3,1132.14,4,3,4,434
13283,2,93.66,90,2011-06-07 12:39:00,2011-10-11 09:50:00,60,2,93.66,3,2,1,321
13284,1,201.19,91,2011-01-13 09:23:00,2011-01-13 09:23:00,331,1,201.19,1,1,1,111
13285,4,2709.12,2051,2011-02-22 17:13:00,2011-11-16 13:19:00,23,4,2709.12,4,4,5,445
13291,1,361.11,233,2011-07-07 10:36:00,2011-07-07 10:36:00,156,1,361.11,2,1,2,212
13292,2,578.9399999999999,347,2011-02-28 15:00:00,2011-11-01 10:04:00,39,2,578.9399999999999,3,2,3,323
13294,2,873.74,453,2011-04-04 12:37:00,2011-06-03 08:54:00,190,2,873.74,1,2,3,123
13295,1,201.20000000000002,82,2010-12-15 11:21:00,2010-12-15 11:21:00,360,1,201.20000000000002,1,1,1,111
13296,1,87.4,78,2011-07-25 13:46:00,2011-07-25 13:46:00,137,1,87.4,2,1,1,211
13297,4,2089.85,963,2011-10-03 15:08:00,2011-12-02 09:32:00,8,4,2089.85,5,4,5,545
13298,1,360.0,96,2011-12-08 13:11:00,2011-12-08 13:11:00,1,1,360.0,5,1,2,512
13299,1,142.5,30,2011-03-16 12:55:00,2011-03-16 12:55:00,268,1,142.5,1,1,1,111
13300,1,371.89,203,2011-06-23 13:09:00,2011-06-23 13:09:00,169,1,371.89,2,1,2,212
13301,4,618.09,345,2011-02-20 13:13:00,2011-08-28 11:25:00,104,4,618.09,2,4,3,243
13302,1,63.75,5,2011-07-07 17:56:00,2011-07-07 17:56:00,155,1,63.75,2,1,1,211
13304,1,300.42,238,2010-12-23 14:35:00,2010-12-23 14:35:00,351,1,300.42,1,1,2,112
13305,10,2000.86,1232,2010-12-02 12:10:00,2011-12-05 15:15:00,4,10,2000.86,5,5,4,554
13307,1,15.0,4,2011-08-11 17:14:00,2011-08-11 17:14:00,120,1,15.0,2,1,1,211
13308,3,1385.51,843,2011-05-20 13:13:00,2011-11-17 09:31:00,23,3,1385.51,4,3,4,434
13309,5,1456.79,1544,2011-02-04 12:29:00,2011-12-02 16:34:00,7,5,1456.79,5,4,4,544
13310,3,1132.03,587,2011-01-19 14:50:00,2011-11-11 17:23:00,28,3,1132.03,4,3,4,434
13311,2,598.57,305,2011-07-12 14:26:00,2011-12-05 12:55:00,4,2,598.57,5,2,3,523
13313,5,1555.32,851,2011-01-04 10:00:00,2011-11-17 16:48:00,22,5,1555.32,4,4,4,444
13314,3,775.94,560,2011-09-27 10:20:00,2011-12-08 12:29:00,2,3,775.94,5,3,3,533
13316,4,5732.93,5508,2011-03-30 13:01:00,2011-11-02 13:40:00,37,4,5732.93,3,4,5,345
13317,6,2273.68,1035,2010-12-16 09:22:00,2011-10-04 13:35:00,66,6,2273.68,3,5,5,355
13318,3,640.76,304,2011-11-02 13:26:00,2011-12-08 18:51:00,1,3,640.76,5,3,3,533
13319,26,10845.550000000001,4724,2010-12-09 10:04:00,2011-12-04 13:34:00,5,26,10845.550000000001,5,5,5,555
13320,4,1532.2,1086,2011-05-10 10:29:00,2011-09-22 18:07:00,78,4,1532.2,2,4,4,244
13321,2,567.36,372,2011-09-14 15:18:00,2011-09-28 15:24:00,72,2,567.36,3,2,3,323
13322,1,199.48000000000002,117,2011-11-22 14:21:00,2011-11-22 14:21:00,17,1,199.48000000000002,4,1,1,411
13323,5,787.85,175,2011-09-16 13:23:00,2011-12-06 17:12:00,3,5,787.85,5,4,3,543
13324,10,7121.95,5205,2010-12-14 09:50:00,2011-11-03 16:28:00,36,10,7121.95,3,5,5,355
13325,1,675.3,240,2011-09-19 10:36:00,2011-09-19 10:36:00,82,1,675.3,2,1,3,213
13327,8,3627.77,1600,2010-12-09 15:32:00,2011-11-01 10:21:00,39,8,3627.77,3,5,5,355
13328,1,1308.48,680,2011-01-27 15:22:00,2011-01-27 15:22:00,316,1,1308.48,1,1,4,114
13329,2,789.0,463,2010-12-08 10:11:00,2011-11-08 10:29:00,32,2,789.0,4,2,3,423
13330,3,1140.93,751,2011-01-28 10:08:00,2011-09-08 12:27:00,93,3,1140.93,2,3,4,234
13332,1,350.9,179,2011-11-25 13:30:00,2011-11-25 13:30:00,14,1,350.9,4,1,2,412
13334,3,3502.32,1764,2011-02-07 11:42:00,2011-09-18 15:21:00,82,3,3502.32,2,3,5,235
13336,1,795.12,559,2011-09-23 14:05:00,2011-09-23 14:05:00,77,1,795.12,2,1,3,213
13338,1,487.02,256,2011-07-05 09:06:00,2011-07-05 09:06:00,158,1,487.02,2,1,2,212
13339,1,860.12,326,2011-05-23 08:31:00,2011-05-23 08:31:00,201,1,860.12,1,1,3,113
13340,7,10736.48,5770,2011-03-08 11:39:00,2011-10-25 13:15:00,45,7,10736.48,3,5,5,355
13341,1,775.85,301,2011-03-24 09:50:00,2011-03-24 09:50:00,261,1,775.85,1,1,3,113
13343,1,353.43,135,2011-06-15 12:24:00,2011-06-15 12:24:00,178,1,353.43,2,1,2,212
13344,3,2511.69,952,2011-03-07 10:28:00,2011-10-03 09:45:00,68,3,2511.69,3,3,5,335
13345,1,389.5,141,2011-02-25 09:01:00,2011-02-25 09:01:00,288,1,389.5,1,1,2,112
13347,1,341.36,205,2011-09-30 13:28:00,2011-09-30 13:28:00,70,1,341.36,3,1,2,312
13348,1,233.76,136,2011-10-06 17:28:00,2011-10-06 17:28:00,64,1,233.76,3,1,1,311
13349,1,247.32,225,2011-11-29 08:07:00,2011-11-29 08:07:00,11,1,247.32,5,1,1,511
13350,2,979.12,287,2011-09-21 13:33:00,2011-11-23 16:33:00,16,2,979.12,4,2,4,424
13351,1,373.94,117,2011-10-04 12:55:00,2011-10-04 12:55:00,66,1,373.94,3,1,2,312
13352,1,397.97999999999996,321,2011-10-10 13:55:00,2011-10-10 13:55:00,60,1,397.97999999999996,3,1,2,312
13354,1,743.53,604,2011-09-29 13:17:00,2011-09-29 13:17:00,71,1,743.53,3,1,3,313
13355,1,674.7,314,2011-08-09 14:48:00,2011-08-09 14:48:00,122,1,674.7,2,1,3,213
13356,1,768.24,325,2011-09-20 14:33:00,2011-09-20 14:33:00,80,1,768.24,2,1,3,213
13357,1,609.4,321,2011-03-27 13:56:00,2011-03-27 13:56:00,257,1,609.4,1,1,3,113
13358,1,439.03,285,2011-03-16 11:52:00,2011-03-16 11:52:00,269,1,439.03,1,1,2,112
13359,1,439.56,161,2011-10-07 09:30:00,2011-10-07 09:30:00,64,1,439.56,3,1,2,312
13362,4,3090.7400000000002,1382,2011-02-25 11:33:00,2011-11-30 14:41:00,9,4,3090.7400000000002,5,4,5,545
13363,2,992.5,710,2011-10-27 10:46:00,2011-11-22 12:40:00,18,2,992.5,4,2,4,424
13364,1,134.95999999999998,71,2011-09-29 18:13:00,2011-09-29 18:13:00,71,1,134.95999999999998,3,1,1,311
13365,2,2225.37,1247,2011-05-06 12:00:00,2011-11-06 12:36:00,34,2,2225.37,3,2,5,325
13366,1,56.160000000000004,144,2011-10-20 13:37:00,2011-10-20 13:37:00,50,1,56.160000000000004,3,1,1,311
13368,2,623.4,327,2011-01-06 12:32:00,2011-03-28 09:59:00,257,2,623.4,1,2,3,123
13369,1,308.28000000000003,149,2010-12-09 11:30:00,2010-12-09 11:30:00,366,1,308.28000000000003,1,1,2,112
13370,1,754.87,343,2010-12-03 10:26:00,2010-12-03 10:26:00,372,1,754.87,1,1,3,113
13372,1,378.64,159,2011-09-11 12:46:00,2011-09-11 12:46:00,90,1,378.64,2,1,2,212
13373,3,3312.25,1651,2011-03-08 14:35:00,2011-10-10 10:51:00,61,3,3312.25,3,3,5,335
13375,1,778.65,442,2011-09-12 10:19:00,2011-09-12 10:19:00,89,1,778.65,2,1,3,213
13376,3,1019.76,493,2011-04-19 13:03:00,2011-09-01 16:16:00,99,3,1019.76,2,3,4,234
13379,3,572.56,601,2011-07-26 12:26:00,2011-11-13 13:45:00,26,3,572.56,4,3,3,433
13381,6,3639.31,2029,2011-02-14 10:10:00,2011-11-08 11:58:00,32,6,3639.31,4,5,5,455
13382,1,222.99,131,2011-03-04 10:03:00,2011-03-04 10:03:00,281,1,222.99,1,1,1,111
13384,7,4151.93,2422,2011-06-14 12:47:00,2011-11-09 11:04:00,31,7,4151.93,4,5,5,455
13385,1,534.57,281,2011-01-14 09:52:00,2011-01-14 09:52:00,330,1,534.57,1,1,3,113
13388,2,677.1,282,2011-07-31 12:52:00,2011-07-31 12:52:00,131,2,677.1,2,2,3,223
13389,3,797.96,429,2011-04-21 12:12:00,2011-11-28 14:01:00,11,3,797.96,5,3,3,533
13390,1,544.08,224,2011-09-26 08:38:00,2011-09-26 08:38:00,75,1,544.08,2,1,3,213
13391,1,59.8,4,2011-05-20 10:50:00,2011-05-20 10:50:00,204,1,59.8,1,1,1,111
13394,8,2520.02,2392,2011-02-03 10:39:00,2011-12-08 11:36:00,2,8,2520.02,5,5,5,555
13395,1,307.72,336,2011-06-07 15:04:00,2011-06-07 15:04:00,185,1,307.72,1,1,2,112
13396,2,1360.99,600,2011-01-24 13:37:00,2011-11-10 16:59:00,29,2,1360.99,4,2,4,424
13397,5,1544.13,430,2011-01-04 13:50:00,2011-09-28 10:56:00,73,5,1544.13,2,4,4,244
13398,1,457.34,281,2011-05-31 13:17:00,2011-05-31 13:17:00,192,1,457.34,1,1,2,112
13402,2,621.23,479,2010-12-02 17:12:00,2011-08-04 15:51:00,127,2,621.23,2,2,3,223
13403,1,75.0,44,2011-11-22 08:28:00,2011-11-22 08:28:00,18,1,75.0,4,1,1,411
13404,2,252.49,111,2011-05-11 11:57:00,2011-12-08 15:37:00,1,2,252.49,5,2,2,522
13405,3,572.451,165,2011-01-26 09:27:00,2011-09-26 17:01:00,74,3,572.451,2,3,3,233
13408,62,28117.04,16232,2010-12-01 10:39:00,2011-12-08 09:05:00,2,62,28117.04,5,5,5,555
13410,5,1003.06,518,2011-02-21 14:38:00,2011-11-15 15:33:00,24,5,1003.06,4,4,4,444
13411,1,213.55,72,2011-08-24 13:57:00,2011-08-24 13:57:00,107,1,213.55,2,1,1,211
13414,3,1390.5,1574,2011-02-16 12:13:00,2011-07-29 11:45:00,134,3,1390.5,2,3,4,234
13416,2,712.5,142,2011-09-19 14:43:00,2011-10-27 08:56:00,44,2,712.5,3,2,3,323
13417,2,640.83,162,2011-05-18 16:26:00,2011-12-05 08:49:00,5,2,640.83,5,2,3,523
13418,18,6127.43,3918,2010-12-02 10:45:00,2011-11-28 10:23:00,12,18,6127.43,5,5,5,555
13419,1,221.06,275,2011-10-07 12:49:00,2011-10-07 12:49:00,64,1,221.06,3,1,1,311
13420,2,159.85,101,2011-06-22 11:35:00,2011-07-13 08:48:00,150,2,159.85,2,2,1,221
13421,2,1833.71,1128,2011-02-22 15:46:00,2011-10-30 14:21:00,40,2,1833.71,3,2,4,324
13422,1,2626.3,1326,2011-10-06 13:42:00,2011-10-06 13:42:00,64,1,2626.3,3,1,5,315
13425,3,1624.21,1123,2011-02-18 08:34:00,2011-08-23 17:13:00,108,3,1624.21,2,3,4,234
13426,10,3641.32,2245,2010-12-15 12:43:00,2011-12-09 08:59:00,1,10,3641.32,5,5,5,555
13427,3,582.6,545,2011-05-08 15:58:00,2011-11-20 13:02:00,19,3,582.6,4,3,3,433
13428,1,201.78,151,2011-11-29 14:20:00,2011-11-29 14:20:00,10,1,201.78,5,1,1,511
13429,4,1006.8,1390,2011-09-25 15:59:00,2011-11-29 09:10:00,11,4,1006.8,5,4,4,544
13430,2,679.45,751,2011-09-14 14:26:00,2011-11-21 08:19:00,19,2,679.45,4,2,3,423
13431,2,1269.1,672,2011-09-12 11:25:00,2011-10-03 13:49:00,67,2,1269.1,3,2,4,324
13434,2,534.24,300,2011-09-04 10:35:00,2011-09-26 14:30:00,74,2,534.24,2,2,3,223
13435,7,3809.8900000000003,2129,2011-06-03 17:07:00,2011-12-04 14:45:00,5,7,3809.8900000000003,5,5,5,555
13436,1,196.89,76,2011-12-08 10:33:00,2011-12-08 10:33:00,2,1,196.89,5,1,1,511
13437,7,3408.06,1283,2011-06-02 14:30:00,2011-11-25 14:00:00,14,7,3408.06,4,5,5,455
13439,1,283.71,242,2011-03-29 14:20:00,2011-03-29 14:20:00,255,1,283.71,1,1,2,112
13441,1,296.64,204,2011-09-09 09:38:00,2011-09-09 09:38:00,92,1,296.64,2,1,2,212
13447,3,1129.14,584,2011-11-04 10:10:00,2011-11-16 13:38:00,23,3,1129.14,4,3,4,434
13448,6,3534.69,1648,2010-12-01 10:52:00,2011-11-23 12:33:00,17,6,3534.69,4,5,5,455
13449,1,291.88,222,2011-11-16 08:28:00,2011-11-16 08:28:00,24,1,291.88,4,1,2,412
13450,6,2043.7199999999998,1982,2011-05-05 19:48:00,2011-11-13 11:54:00,27,6,2043.7199999999998,4,5,4,454
13451,5,2898.2599999999998,2128,2011-01-09 15:35:00,2011-11-13 15:58:00,26,5,2898.2599999999998,4,4,5,445
13452,2,590.0,2,2011-03-14 11:38:00,2011-03-25 14:19:00,259,2,590.0,1,2,3,123
13453,2,356.97999999999996,134,2011-02-23 09:44:00,2011-06-27 09:34:00,166,2,356.97999999999996,2,2,2,222
13455,2,1058.34,354,2010-12-08 13:11:00,2011-11-15 11:21:00,25,2,1058.34,4,2,4,424
13456,6,1766.72,765,2011-05-16 15:34:00,2011-11-22 09:18:00,18,6,1766.72,4,5,4,454
13458,14,9646.57,5508,2010-12-15 12:05:00,2011-12-02 15:29:00,7,14,9646.57,5,5,5,555
13460,2,183.44,286,2011-10-21 09:50:00,2011-11-10 17:17:00,29,2,183.44,4,2,1,421
13461,3,1445.0,1170,2011-06-29 10:23:00,2011-11-01 09:01:00,39,3,1445.0,3,3,4,334
13462,1,151.5,62,2011-04-01 11:20:00,2011-04-01 11:20:00,253,1,151.5,1,1,1,111
13464,1,674.68,403,2011-10-12 15:01:00,2011-10-12 15:01:00,58,1,674.68,3,1,3,313
13466,1,307.9,259,2011-06-08 16:39:00,2011-06-08 16:39:00,184,1,307.9,1,1,2,112
13467,2,1071.91,580,2011-11-03 16:56:00,2011-11-29 10:01:00,11,2,1071.91,5,2,4,524
13468,37,5704.97,2589,2010-12-01 15:08:00,2011-12-08 10:39:00,2,37,5704.97,5,5,5,555
13470,2,165.0,100,2011-08-16 17:06:00,2011-09-01 14:57:00,99,2,165.0,2,2,1,221
13471,4,2501.84,1583,2011-10-23 13:10:00,2011-12-08 15:44:00,1,4,2501.84,5,4,5,545
13473,2,422.64,266,2011-01-11 08:45:00,2011-10-10 11:20:00,61,2,422.64,3,2,2,322
13474,1,226.84,129,2011-04-17 13:53:00,2011-04-17 13:53:00,236,1,226.84,1,1,1,111
13475,4,1431.78,1012,2011-02-14 12:36:00,2011-06-01 13:52:00,191,4,1431.78,1,4,4,144
13476,2,1238.47,417,2011-03-03 14:43:00,2011-06-14 12:00:00,179,2,1238.47,2,2,4,224
13477,6,1454.58,1021,2011-02-21 12:29:00,2011-11-02 12:04:00,38,6,1454.58,3,5,4,354
13479,2,300.95,134,2011-04-19 11:27:00,2011-05-23 10:45:00,201,2,300.95,1,2,2,122
13481,5,1804.56,1142,2011-03-28 09:07:00,2011-10-25 09:07:00,46,5,1804.56,3,4,4,344
13482,1,184.64,116,2011-04-21 17:03:00,2011-04-21 17:03:00,232,1,184.64,1,1,1,111
13483,1,140.34,160,2011-10-05 11:53:00,2011-10-05 11:53:00,66,1,140.34,3,1,1,311
13484,1,313.8,44,2011-04-12 16:30:00,2011-04-12 16:30:00,241,1,313.8,1,1,2,112
13485,1,454.24,277,2011-04-20 13:58:00,2011-04-20 13:58:00,233,1,454.24,1,1,2,112
13486,3,1122.41,669,2011-07-07 17:19:00,2011-09-22 13:13:00,78,3,1122.41,2,3,4,234
13487,3,575.4,265,2010-12-21 14:54:00,2011-10-13 12:07:00,58,3,575.4,3,3,3,333
13488,13,8968.31,4518,2010-12-07 13:01:00,2011-11-22 14:41:00,17,13,8968.31,4,5,5,455
13489,4,449.52,560,2011-02-18 10:42:00,2011-08-26 13:16:00,105,4,449.52,2,4,2,242
13491,10,1215.82,903,2010-12-02 14:30:00,2011-10-19 08:32:00,52,10,1215.82,3,5,4,354
13492,3,1269.84,408,2011-05-09 10:06:00,2011-07-26 14:25:00,136,3,1269.84,2,3,4,234
13493,2,618.63,380,2011-02-25 16:42:00,2011-03-09 15:35:00,275,2,618.63,1,2,3,123
13494,1,316.26000000000005,162,2011-02-01 11:58:00,2011-02-01 11:58:00,312,1,316.26000000000005,1,1,2,112
13495,5,2044.8700000000001,829,2010-12-06 15:14:00,2011-12-02 11:21:00,8,5,2044.8700000000001,5,4,4,544
13496,2,653.33,341,2010-12-15 10:17:00,2011-11-29 10:58:00,11,2,653.33,5,2,3,523
13497,2,348.05,163,2010-12-06 11:37:00,2011-03-02 09:04:00,283,2,348.05,1,2,2,122
13499,5,1159.11,1365,2011-03-15 08:52:00,2011-11-22 11:21:00,18,5,1159.11,4,4,4,444
13500,3,1166.77,609,2011-08-09 12:20:00,2011-11-16 15:35:00,23,3,1166.77,4,3,4,434
13501,1,1340.32,560,2011-02-24 18:59:00,2011-02-24 18:59:00,288,1,1340.32,1,1,4,114
13502,3,292.0,264,2011-01-20 09:03:00,2011-11-23 10:39:00,17,3,292.0,4,3,2,432
13503,1,216.85,248,2011-09-29 13:23:00,2011-09-29 13:23:00,71,1,216.85,3,1,1,311
13504,1,295.93,178,2011-10-06 13:20:00,2011-10-06 13:20:00,64,1,295.93,3,1,2,312
13505,4,4393.63,2486,2011-04-21 12:07:00,2011-09-28 11:56:00,73,4,4393.63,2,4,5,245
13506,2,458.52,324,2010-12-05 12:15:00,2011-01-27 13:53:00,316,2,458.52,1,2,2,122
13507,4,2479.16,1597,2011-07-17 11:50:00,2011-12-06 13:13:00,3,4,2479.16,5,4,5,545
13508,1,110.97,24,2011-04-10 11:58:00,2011-04-10 11:58:00,244,1,110.97,1,1,1,111
13509,7,979.72,1106,2011-02-28 13:27:00,2011-12-01 10:10:00,9,7,979.72,5,5,4,554
13510,4,1791.56,1386,2011-06-09 09:32:00,2011-12-08 13:46:00,1,4,1791.56,5,4,4,544
13512,1,251.21,143,2011-03-24 10:03:00,2011-03-24 10:03:00,261,1,251.21,1,1,2,112
13513,1,205.1,109,2011-08-05 11:50:00,2011-08-05 11:50:00,127,1,205.1,2,1,1,211
13514,1,152.20000000000002,40,2011-09-27 09:39:00,2011-09-27 09:39:00,74,1,152.20000000000002,2,1,1,211
13515,4,891.12,681,2011-04-06 10:33:00,2011-09-28 11:26:00,73,4,891.12,2,4,3,243
13516,3,1389.41,985,2011-04-15 11:06:00,2011-11-18 13:15:00,21,3,1389.41,4,3,4,434
13517,3,2128.42,1369,2011-06-13 08:44:00,2011-10-11 11:43:00,60,3,2128.42,3,3,5,335
13518,1,627.16,382,2011-09-15 10:29:00,2011-09-15 10:29:00,86,1,627.16,2,1,3,213
13519,1,122.75,23,2011-09-22 18:24:00,2011-09-22 18:24:00,78,1,122.75,2,1,1,211
13520,6,3624.35,1649,2010-12-03 10:36:00,2011-10-12 10:20:00,59,6,3624.35,3,5,5,355
13521,3,1071.73,718,2011-11-29 15:09:00,2011-12-08 13:50:00,1,3,1071.73,5,3,4,534
13522,1,125.80000000000001,44,2011-11-09 15:11:00,2011-11-09 15:11:00,30,1,125.80000000000001,4,1,1,411
13523,5,3964.88,1752,2010-12-08 14:22:00,2011-11-06 15:11:00,33,5,3964.88,4,4,5,445
13524,5,680.1800000000001,324,2011-05-04 12:26:00,2011-10-30 12:34:00,41,5,680.1800000000001,3,4,3,343
13525,2,628.78,394,2011-04-05 15:36:00,2011-11-25 12:01:00,15,2,628.78,4,2,3,423
13527,7,2242.36,1683,2011-01-17 11:17:00,2011-11-06 12:04:00,34,7,2242.36,3,5,5,355
13529,2,307.76,74,2011-05-19 11:50:00,2011-09-22 09:15:00,79,2,307.76,2,2,2,222
13531,2,483.8,174,2010-12-08 15:03:00,2011-05-18 16:56:00,205,2,483.8,1,2,2,122
13532,1,210.31,129,2011-11-06 12:25:00,2011-11-06 12:25:00,34,1,210.31,3,1,1,311
13533,3,269.09,202,2011-03-17 12:47:00,2011-06-10 11:54:00,183,3,269.09,1,3,2,132
13534,25,5870.08,2961,2010-12-16 15:23:00,2011-12-07 14:52:00,2,25,5870.08,5,5,5,555
13536,7,3444.39,2126,2011-09-25 13:30:00,2011-12-08 16:38:00,1,7,3444.39,5,5,5,555
13538,7,1280.85,175,2011-01-28 10:40:00,2011-10-27 16:34:00,43,7,1280.85,3,5,4,354
13539,3,631.34,320,2011-02-03 15:23:00,2011-09-15 10:18:00,86,3,631.34,2,3,3,233
13544,2,276.06,112,2011-04-13 12:09:00,2011-10-31 11:57:00,40,2,276.06,3,2,2,322
13546,3,621.09,357,2011-05-23 12:14:00,2011-11-27 14:50:00,12,3,621.09,5,3,3,533
13548,2,678.16,436,2011-04-10 11:35:00,2011-09-04 14:50:00,96,2,678.16,2,2,3,223
13549,7,918.2,458,2011-04-11 13:42:00,2011-11-14 09:20:00,26,7,918.2,4,5,3,453
13551,1,91.80000000000001,12,2011-01-24 14:46:00,2011-01-24 14:46:00,319,1,91.80000000000001,1,1,1,111
13552,12,3740.07,1417,2011-01-28 10:10:00,2011-10-04 15:19:00,66,12,3740.07,3,5,5,355
13555,4,4098.88,2636,2011-05-22 11:06:00,2011-09-27 12:36:00,74,4,4098.88,2,4,5,245
13557,2,584.06,546,2011-03-04 12:14:00,2011-11-11 15:24:00,28,2,584.06,4,2,3,423
13558,4,594.52,338,2011-10-02 13:01:00,2011-12-04 11:24:00,6,4,594.52,5,4,3,543
13560,1,171.42000000000002,63,2011-12-02 13:11:00,2011-12-02 13:11:00,7,1,171.42000000000002,5,1,1,511
13561,1,141.85999999999999,83,2011-05-08 12:39:00,2011-05-08 12:39:00,216,1,141.85999999999999,1,1,1,111
13562,3,1799.33,757,2011-04-08 12:42:00,2011-09-19 10:51:00,82,3,1799.33,2,3,4,234
13563,2,777.53,209,2011-07-22 17:21:00,2011-09-16 14:45:00,84,2,777.53,2,2,3,223
13564,3,1724.67,636,2010-12-06 17:26:00,2011-07-18 14:33:00,144,3,1724.67,2,3,4,234
13565,2,240.22,172,2011-01-09 14:28:00,2011-11-20 14:33:00,19,2,240.22,4,2,1,421
13566,2,856.84,567,2011-09-18 12:40:00,2011-10-30 11:59:00,41,2,856.84,3,2,3,323
13568,1,187.05,66,2011-06-19 14:42:00,2011-06-19 14:42:00,173,1,187.05,2,1,1,211
13569,2,338.62,156,2010-12-07 12:29:00,2011-11-22 13:07:00,17,2,338.62,4,2,2,422
13570,1,239.49,161,2011-04-10 13:36:00,2011-04-10 13:36:00,243,1,239.49,1,1,1,111
13571,12,2088.94,1757,2011-03-31 12:43:00,2011-11-27 10:47:00,13,12,2088.94,5,5,5,555
13572,1,1384.25,534,2011-05-18 11:59:00,2011-05-18 11:59:00,206,1,1384.25,1,1,4,114
13573,2,290.25,302,2011-03-31 14:47:00,2011-10-20 14:33:00,50,2,290.25,3,2,2,322
13575,5,732.0699999999999,449,2011-06-16 14:24:00,2011-11-16 13:14:00,23,5,732.0699999999999,4,4,3,443
13576,18,6717.34,2646,2010-12-01 17:24:00,2011-11-29 15:34:00,10,18,6717.34,5,5,5,555
13577,4,1687.6000000000001,791,2011-04-12 10:33:00,2011-11-14 15:19:00,25,4,1687.6000000000001,4,4,4,444
13579,2,467.04,176,2010-12-05 16:10:00,2011-11-25 08:41:00,15,2,467.04,4,2,2,422
13581,1,118.0,30,2011-02-03 14:41:00,2011-02-03 14:41:00,309,1,118.0,1,1,1,111
13583,1,781.03,725,2011-07-07 10:40:00,2011-07-07 10:40:00,156,1,781.03,2,1,3,213
13584,1,142.4,37,2011-02-06 12:49:00,2011-02-06 12:49:00,307,1,142.4,1,1,1,111
13587,1,712.4,180,2011-10-07 12:31:00,2011-10-07 12:31:00,64,1,712.4,3,1,3,313
13588,9,2478.95,2606,2011-03-29 15:53:00,2011-11-24 10:42:00,16,9,2478.95,4,5,5,455
13589,2,379.65,114,2011-06-13 12:44:00,2011-11-25 12:10:00,15,2,379.65,4,2,2,422
13590,6,1981.92,1848,2011-02-09 13:25:00,2011-11-28 12:54:00,11,6,1981.92,5,5,4,554
13591,3,1117.13,485,2011-03-18 12:18:00,2011-10-06 12:26:00,65,3,1117.13,3,3,4,334
13592,4,247.95999999999998,84,2011-03-20 14:01:00,2011-11-04 09:49:00,36,4,247.95999999999998,3,4,1,341
13593,5,2011.88,719,2011-01-07 16:32:00,2011-08-23 13:35:00,108,5,2011.88,2,4,4,244
13594,1,396.97,359,2011-10-18 10:19:00,2011-10-18 10:19:00,53,1,396.97,3,1,2,312
13596,2,664.11,384,2011-11-27 11:57:00,2011-12-04 12:01:00,6,2,664.11,5,2,3,523
13598,1,160.04,52,2011-10-23 14:28:00,2011-10-23 14:28:00,47,1,160.04,3,1,1,311
13599,21,5149.92,3293,2010-12-08 10:11:00,2011-12-08 16:10:00,1,21,5149.92,5,5,5,555
13600,1,219.52,324,2011-01-31 15:27:00,2011-01-31 15:27:00,312,1,219.52,1,1,1,111
13601,2,693.32,548,2011-05-12 16:52:00,2011-10-25 17:31:00,45,2,693.32,3,2,3,323
13602,1,428.89,267,2011-10-06 11:47:00,2011-10-06 11:47:00,65,1,428.89,3,1,2,312
13603,1,164.34,164,2011-11-13 15:57:00,2011-11-13 15:57:00,26,1,164.34,4,1,1,411
13606,3,276.75,276,2011-02-01 11:42:00,2011-11-10 17:46:00,29,3,276.75,4,3,2,432
13607,1,675.51,288,2011-10-30 16:17:00,2011-10-30 16:17:00,40,1,675.51,3,1,3,313
13610,7,1082.33,488,2011-02-27 14:44:00,2011-11-27 15:38:00,12,7,1082.33,5,5,4,554
13611,3,1154.4,754,2010-12-15 10:31:00,2011-09-11 14:51:00,89,3,1154.4,2,3,4,234
13614,4,1585.46,564,2011-01-13 12:37:00,2011-11-15 14:47:00,24,4,1585.46,4,4,4,444
13615,1,417.69,189,2011-01-25 08:21:00,2011-01-25 08:21:00,319,1,417.69,1,1,2,112
13617,3,544.18,300,2011-06-12 12:55:00,2011-10-30 13:50:00,40,3,544.18,3,3,3,333
13618,1,177.34,246,2011-06-19 11:09:00,2011-06-19 11:09:00,174,1,177.34,2,1,1,211
13621,1,213.85,343,2011-08-15 08:26:00,2011-08-15 08:26:00,117,1,213.85,2,1,1,211
13623,5,727.74,286,2011-02-15 13:08:00,2011-11-09 12:00:00,31,5,727.74,4,4,3,443
13626,1,257.23,209,2011-04-01 10:05:00,2011-04-01 10:05:00,253,1,257.23,1,1,2,112
13627,5,1638.47,1269,2010-12-17 09:52:00,2011-10-11 14:20:00,59,5,1638.47,3,4,4,344
13629,11,7792.36,4372,2011-01-05 12:09:00,2011-11-16 13:21:00,23,11,7792.36,4,5,5,455
13630,7,2031.78,1391,2011-02-27 12:49:00,2011-12-04 15:16:00,5,7,2031.78,5,5,4,554
13631,11,3070.42,467,2011-03-17 17:13:00,2011-09-01 09:57:00,100,11,3070.42,2,5,5,255
13632,5,2118.93,1031,2011-04-10 15:07:00,2011-11-15 10:51:00,25,5,2118.93,4,4,5,445
13634,5,1547.3600000000001,700,2011-01-16 15:30:00,2011-11-06 13:40:00,33,5,1547.3600000000001,4,4,4,444
13635,1,1071.03,677,2011-10-03 10:55:00,2011-10-03 10:55:00,68,1,1071.03,3,1,4,314
13636,5,949.12,592,2011-02-27 14:29:00,2011-11-03 10:30:00,37,5,949.12,3,4,4,344
13637,3,804.3,405,2011-04-27 13:06:00,2011-10-18 13:32:00,52,3,804.3,3,3,3,333
